410000,Apr 3 2019,1306,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-4/home/23047603
365000,Nov 23 2018,1300,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-94/home/12181278
347000,Jul 2 2018,1300,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-43/home/40176011
365000,May 31 2018,1170,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-36/home/145304833
230000,Feb 28 2018,1300,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-110/home/628266
290000,Jun 23 2017,1250,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-60/home/627437
230000,Jun 20 2017,1250,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-67/home/1659349
279900,Apr 24 2017,1200,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-14/home/17289870
282500,Jan 12 2017,1200,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-56/home/1008139
313000,Jan 6 2017,1200,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-93/home/28895190
309000,Oct 18 2016,1200,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-104/home/63745636
324900,Sep 19 2016,1200,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-92/home/41395938
315000,Sep 16 2016,1200,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-83/home/108520255
326999,Mar 1 2016,1100,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-70/home/593647
309000,Jul 15 2015,1100,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-33/home/821174
275000,Jul 3 2015,1100,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-49/home/1510759
285000,Jan 16 2015,1020,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-57/home/1393274
321000,Jul 14 2014,1021,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-79/home/28607068
209000,Jun 26 2014,970,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-91/home/55286161
225000,May 22 2014,1005,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-116/home/1275087
295000,Aug 16 2013,930,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-111/home/1427270
200900,Sep 25 2012,870,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-24/home/40151548
150000,Sep 14 2012,903,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-102/home/40118547
134900,Apr 12 2012,919,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-112/home/2125162
138000,Apr 7 2012,933,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-109/home/1320791
195897,May 6 2011,891,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-77/home/39581146
179000,Apr 25 2011,891,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-89/home/21746402
158000,Feb 11 2010,890,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-45/home/21903336
108000,Jan 22 2010,899,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-107/home/1008885
150000,Oct 2 2009,852,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-41/home/593651
140000,Sep 30 2009,870,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-81/home/1667161
145000,Aug 21 2009,875,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-32/home/39910034
148000,Mar 27 2009,878,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-26/home/39909963
248000,Mar 7 2008,807,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-87/home/21856125
185000,Dec 28 2007,807,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-74/home/686623
212000,Oct 3 2007,807,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-106/home/21855186
235000,Jul 24 2007,807,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-8/home/910552
185000,Jun 30 2006,777,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-59/home/1411811
210000,Jun 13 2005,746,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-34/home/1055641
210000,May 5 2005,746,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-16/home/1489345
145000,Jan 4 2005,746,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-29/home/1667679
138000,Oct 15 2004,765,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-58/home/63743182
120000,Jul 14 2004,,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-44/home/113794509
155000,Nov 20 2003,700,http://www.redfin.com/CA/Sunnyvale/125-N-Mary-Ave-94086/unit-82/home/627441
